2.66766595e-316	0	2.66956475e-316	0	2.66957423e-316	0	-9.81	-2.4525
-0.977886281	-1.283329389	-1.884817938	8.185348152	5.363398924	-8.649376642	8.847235892	1.87031976
0.496985631	0.800269406	-4.478272308	1.00929423	-4.038454814	-6.113214693	-13.44972016	-1.091672904
-0.178435913	-1.47612946	8.669600775	-4.71261558	-6.746032735	5.168500304	-17.51460172	-10.52828337
-0.223329794	1.224220391	-5.709686483	3.033579367	5.285213188	-0.504857067	-1.742858405	3.21372814
-0.717027172	1.087220713	-0.541145731	-6.7133654	-3.219104798	0.601967488	-15.13597413	-3.195984003
1.108409987	1.346748034	-4.438288486	7.285761182	6.319127887	8.454843109	1.215241788	5.879131432
0.230734554	0.031197548	0.751998224	-9.59368856	-4.254716978	7.570982741	-12.64237613	-3.002658424
0.885385286	1.437513014	-8.791133536	6.305603004	-6.544796792	6.197936807	1.380414733	12.57651569
-0.333399989	-0.598275429	8.738665739	-9.715978104	-0.43614377	-4.95564049	-14.3591777	-7.816908322
-0.19239502	0.414657659	-3.089223367	7.573497522	-8.406483791	-0.916794263	-16.855285	-4.23510993
1.347103355	-0.307077746	0.946430837	9.688809833	-9.171256719	-5.698268897	-11.16928829	-5.256178725
0.894049229	-0.161723376	-3.003633332	-6.90249667	-7.940223132	0.034097049	-14.45305071	-4.918611121
1.014554113	0.859381286	5.944193927	-1.361215939	-2.300150839	9.35863609	-5.488919132	4.244087533
-1.211038229	-0.350737178	-5.947437238	-0.991582844	-0.682559054	-4.81779797	0.978508541	-1.368014798
-0.135680485	0.429528843	1.832584803	-6.133895602	-1.430331341	6.872182631	-9.939406727	-2.120347612
0.707833739	0.096920264	-4.267403568	-1.602717462	-7.119039348	-9.543208973	-19.21187711	-5.15143191
1.347420989	-0.021825525	-1.980506225	-6.806410706	-3.25222165	-5.314887648	-10.84604379	-3.198739449
-0.61733298	1.020130537	-1.584477889	8.525283126	4.095542916	5.441936442	-8.872630117	-1.074281679
0.915637944	0.461684895	-0.437144218	2.335389607	6.50239047	-6.16741828	-5.611585884	-0.717089665
-0.380343803	0.009699425	6.561886781	6.951081998	6.344704502	0.327289145	-2.146894496	-0.090225167
1.434076584	0.560371106	-9.645471462	-3.535033299	8.937085853	-8.290998046	-6.398507588	8.866793989
-1.245151807	-0.172958921	0.702622869	9.208272032	5.7175514	9.88034888	11.88656821	3.330520111
0.01613826	0.581972119	8.793690933	4.85350241	6.546489165	-7.864608802	-16.21475766	4.641472797
0.398129082	0.820392133	0.110764309	-7.902534084	2.193131986	-7.536213109	-17.12075842	-2.318627932
-1.077696322	1.556335292	1.062540244	-3.082809562	-4.412108156	7.079957656	-5.009606508	-2.297351727
0.696083477	0.480277784	7.3242283	9.582574148	5.440958787	-9.153818339	-24.72205149	2.165322777
-1.215507548	1.471083625	8.923731611	-0.259591291	-3.851037314	-6.248911875	-3.957061623	8.586033875
