q1	q2	q3	q4	q5	q6
-0.8647496080300386	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8634975664102951	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8622369119083603	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8609676581498283	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8596898191995366	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8584034095593654	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8571084441660393	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8558049383889247	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.854492908027831	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8531723693108101	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8518433388919561	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8505058338492046	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8491598716821336	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8478054703097619	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8464426480683498	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8450714237091985	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8436918163964501	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8423038457048869	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8409075316177319	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8395028945244476	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8380899552185367	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.836668734895341	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8352392551498423	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8338015379744609	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8323556057568561	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8309014812777257	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8294391877086059	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8279687486096714	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8264901879275341	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.825003529993044	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8235087995190885	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.822006021598392	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8204952217013157	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.818976425673658	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8174496597344532	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.815914950473772	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8143723248505216	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8128218101902438	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8112634341829168	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8096972248807539	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8081232106960036	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8065414203987482	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.804951883114706	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8033546283230283	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8017496858541016	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.8001370858873453	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.798516858949013	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7968890359099914	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7952536479836004	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7936107267233925	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7919603040209534	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7903024121037007	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7886370835326845	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7869643512003864	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7852842483285203	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7835968084658314	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7819020654858952	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7802000535849197	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7784908072795426	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7767743614046322	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7750507511110875	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.773320011863637	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7715821794386393	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7698372899218828	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7680853797063845	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7663264854901911	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7645606442741777	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7627878933598486	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7610082703471357	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7592218131321996	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7574285599052283	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.755628549148238	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7538218196328719	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7520084104182004	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7501883608485211	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7483617105511582	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7465284994342618	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7446887676846092	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7428425557654031	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7409899044140715	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7391308546400688	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7372654477226745	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7353937252087924	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.733515728910752	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7316315009041067	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7297410835254344	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7278445193701373	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.725941851290241	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7240331223921953	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7221183760346729	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7201976558263696	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7182710056238044	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7163384695291186	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7144000918878761	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.712455917286863	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7105059905518873	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7085503567455786	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7065890611651882	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7046221493403884	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7026496670310723	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.7006716602251541	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6986881751363685	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6966992582020701	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6947049560810339	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6927053156512546	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6907003840077464	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6886902084603428	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6866748365314961	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6846543159540783	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6826286946691792	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6805980208239066	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.678562342769188	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6765217090575673	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6744761684410064	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6724257698686852	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6703705624847999	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6683105956263643	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6662459188210086	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6641765817847793	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.66210263441994	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.660024126812769	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6579411092313608	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6558536321234263	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6537617461140904	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6516655020036937	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6495649507655915	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6474601435439533	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6453511316515637	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6432379665676206	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6411206999355361	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6389993835607356	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6368740694084586	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6347448096015569	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6326116564182955	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6304746622901521	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6283338797996169	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6261893616779918	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6240411608031915	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6218893301975412	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.619733923025579	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6175749925918528	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6154125923387224	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6132467758441581	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6110775968195408	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6089051091074612	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6067293666795207	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6045504236341299	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6023683341943098	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.6001831527054893	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5979949336333079	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5958037315614129	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5936096011892609	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5914125973299161	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5892127749078515	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5870101889567478	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5848048946172932	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5825969471349834	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5803864018579215	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5781733142346168	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5759577398117862	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5737397342321527	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5715193532322455	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5692966526401995	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.567071688373556	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5648445164370612	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5626151929204667	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5603837739963294	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.558150315917811	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5559148750164772	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5536775077000984	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5514382704504496	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5491972198211087	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5469544124352574	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5447099049834816	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5424637542215693	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5402160169683121	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5379667501033036	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5357160105647407	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5334638553472212	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.531210341499546	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5289555261225174	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5266994663667387	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5244422194304152	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5221838425571524	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5199243930337573	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5176639281880364	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5154025053865975	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5131401820326481	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5108770155637948	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.508613063449845	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5063483831906048	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5040830323136788	-0.314159	1.69297	0.05	-1.98968	0.959931
-0.5018170683722715	-0.314159	1.69297	0.05	-1.98968	0.959931
